brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness,current_source
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,355N (medium skin with a neutral golden undertone)  selected,https://images.ulta.com/is/image/Ulta/2551437sw?$tn$,355N (medium skin with a neutral golden undertone),,355N,RGB,#A06F4A,25.81395349,0.367521368,0.458823529,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,100N (very fair skin with a neutral undertone),https://images.ulta.com/is/image/Ulta/2551414sw?$50px$,100N (very fair skin with a neutral undertone),,100N,RGB,#F1E7DB,32.72727273,0.44,0.901960784,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,110C (very fair skin with a cool undertone),https://images.ulta.com/is/image/Ulta/2551412sw?$50px$,110C (very fair skin with a cool undertone),,110C,RGB,#F0E7DB,34.28571429,0.411764706,0.9,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,120W (very fair skin with a warm undertone),https://images.ulta.com/is/image/Ulta/2551419sw?$50px$,120W (very fair skin with a warm undertone),,120W,RGB,#EFD0AE,31.38461538,0.670103093,0.809803922,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,130N (very fair skin with a neutral pink undertone),https://images.ulta.com/is/image/Ulta/2551416sw?$50px$,130N (very fair skin with a neutral pink undertone),,130N,RGB,#D5C1AA,32.09302326,0.338582677,0.750980392,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,140N (fair skin with a neutral peach undertone),https://images.ulta.com/is/image/Ulta/2551415sw?$50px$,140N (fair skin with a neutral peach undertone),,140N,RGB,#DBC2A9,30,0.409836066,0.760784314,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,150W (fair skin with a warm beige undertone),https://images.ulta.com/is/image/Ulta/2551418sw?$50px$,150W (fair skin with a warm beige undertone),,150W,RGB,#EFCDA8,31.26760563,0.689320388,0.798039216,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,160C (fair skin with a cool golden undertone),https://images.ulta.com/is/image/Ulta/2551417sw?$50px$,160C (fair skin with a cool golden undertone),,160C,RGB,#DEC5A7,32.72727273,0.454545455,0.762745098,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,200W (light skin with a warm undertone),https://images.ulta.com/is/image/Ulta/2551420sw?$50px$,200W (light skin with a warm undertone),,200W,RGB,#EDCAA1,32.36842105,0.678571429,0.780392157,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,210N (light skin with a neutral golden undertone),https://images.ulta.com/is/image/Ulta/2551423sw?$50px$,210N (light skin with a neutral golden undertone),,210N,RGB,#E8C9AA,30,0.574074074,0.788235294,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,220N (light skin with a neutral peach undertone),https://images.ulta.com/is/image/Ulta/2551421sw?$50px$,220N (light skin with a neutral peach undertone),,220N,RGB,#D5B596,29.52380952,0.428571429,0.711764706,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,230N (light skin with a pink undertone),https://images.ulta.com/is/image/Ulta/2551422sw?$50px$,230N (light skin with a pink undertone),,230N,RGB,#D5AC87,28.46153846,0.481481481,0.682352941,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,240N (light skin with a neutral warm undertone),https://images.ulta.com/is/image/Ulta/2551424sw?$50px$,240N (light skin with a neutral warm undertone),,240N,RGB,#DCB087,28.94117647,0.548387097,0.696078431,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,250C (light skin with a cool golden undertone),https://images.ulta.com/is/image/Ulta/2551428sw?$50px$,250C (light skin with a cool golden undertone),,250C,RGB,#D5B187,32.30769231,0.481481481,0.682352941,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,260N (light skin with a neutral undertone),https://images.ulta.com/is/image/Ulta/2551429sw?$50px$,260N (light skin with a neutral undertone),,260N,RGB,#D9AD7E,30.98901099,0.54491018,0.67254902,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,270C (light to medium skin with a cool golden undertone),https://images.ulta.com/is/image/Ulta/2551432sw?$50px$,270C (light to medium skin with a cool golden undertone),,270C,RGB,#D4AF7D,34.48275862,0.502890173,0.660784314,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,300C (light to medium skin with a cool golden undertone),https://images.ulta.com/is/image/Ulta/2551438sw?$50px$,300C (light to medium skin with a cool golden undertone),,300C,RGB,#D1AA79,33.40909091,0.488888889,0.647058824,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,305N (medium skin with a neutral olive undertone),https://images.ulta.com/is/image/Ulta/2551427sw?$50px$,305N (medium skin with a neutral olive undertone),,305N,RGB,#D4AB80,30.71428571,0.494117647,0.666666667,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,310C (medium skin with a cool olive undertone),https://images.ulta.com/is/image/Ulta/2551597sw?$50px$,310C (medium skin with a cool olive undertone),,310C,RGB,#CB9F6D,31.91489362,0.474747475,0.611764706,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,315N (medium skin with a neutral beige undertone),https://images.ulta.com/is/image/Ulta/2551435sw?$50px$,315N (medium skin with a neutral beige undertone),,315N,RGB,#B99371,28.33333333,0.339622642,0.584313725,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,320N (medium skin with a neutral pink undertone),https://images.ulta.com/is/image/Ulta/2551425sw?$50px$,320N (medium skin with a neutral pink undertone),,320N,RGB,#B88C6A,26.15384615,0.354545455,0.568627451,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,290C (light to medium skin with a warm golden undertone),https://images.ulta.com/is/image/Ulta/2551434sw?$50px$,290C (light to medium skin with a warm golden undertone),,290C,RGB,#D2AA72,35,0.516129032,0.635294118,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,330W (medium skin with a warm yellow undertone),https://images.ulta.com/is/image/Ulta/2551433sw?$50px$,330W (medium skin with a warm yellow undertone),,330W,RGB,#B4845F,26.11764706,0.361702128,0.539215686,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,332C (medium skin with a cool golden undertone),https://images.ulta.com/is/image/Ulta/2551453sw?$50px$,332C (medium skin with a cool golden undertone),,332C,RGB,#BA915E,33.26086957,0.4,0.549019608,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,335W (medium skin with a warm peach undertone),https://images.ulta.com/is/image/Ulta/2551431sw?$50px$,335W (medium skin with a warm peach undertone),,335W,RGB,#B2815C,25.81395349,0.358333333,0.529411765,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,340C (medium skin with a cool peach undertone),https://images.ulta.com/is/image/Ulta/2551426sw?$50px$,340C (medium skin with a cool peach undertone),,340C,RGB,#986F50,25.83333333,0.310344828,0.454901961,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,345C (medium skin with a cool golden peach undertone),https://images.ulta.com/is/image/Ulta/2551430sw?$50px$,345C (medium skin with a cool golden peach undertone),,345C,RGB,#AF7E57,26.59090909,0.35483871,0.51372549,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,350C (medium skin with a golden undertone),https://images.ulta.com/is/image/Ulta/2551436sw?$50px$,350C (medium skin with a golden undertone),,350C,RGB,#A17153,23.07692308,0.319672131,0.478431373,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,360C (medium skin with a deep golden undertone),https://images.ulta.com/is/image/Ulta/2551439sw?$50px$,360C (medium skin with a deep golden undertone),,360C,RGB,#A16E46,26.37362637,0.393939394,0.452941176,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,365C (medium to tan skin with a cool olive undertone),https://images.ulta.com/is/image/Ulta/2551440sw?$50px$,365C (medium to tan skin with a cool olive undertone),,365C,RGB,#9B6B43,27.27272727,0.396396396,0.435294118,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,370W (medium to tan skin with a warm undertone),https://images.ulta.com/is/image/Ulta/2551441sw?$50px$,370W (medium to tan skin with a warm undertone),,370W,RGB,#936038,26.37362637,0.448275862,0.398039216,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,400N (tan skin with a neutral peach undertone),https://images.ulta.com/is/image/Ulta/2551443sw?$50px$,400N (tan skin with a neutral peach undertone),,400N,RGB,#8E5A31,26.4516129,0.486910995,0.374509804,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,410C (tan skin with a golden undertone),https://images.ulta.com/is/image/Ulta/2551442sw?$50px$,410C (tan skin with a golden undertone),,410C,RGB,#86562B,28.35164835,0.514124294,0.347058824,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,420C (tan skin with a cool undertone),https://images.ulta.com/is/image/Ulta/2551447sw?$50px$,420C (tan skin with a cool undertone),,420C,RGB,#7F5430,27.34177215,0.451428571,0.343137255,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,430W (tan skin with a warm undertone),https://images.ulta.com/is/image/Ulta/2551451sw?$50px$,430W (tan skin with a warm undertone),,430W,RGB,#8B562E,25.80645161,0.502702703,0.362745098,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,440C (tan skin with a cool golden undertone),https://images.ulta.com/is/image/Ulta/2551450sw?$50px$,440C (tan skin with a cool golden undertone),,440C,RGB,#7A4F2B,27.34177215,0.478787879,0.323529412,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,450C (tan skin with a deep golden undertone),https://images.ulta.com/is/image/Ulta/2551452sw?$50px$,450C (tan skin with a deep golden undertone),,450C,RGB,#724C28,29.18918919,0.480519481,0.301960784,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,470C (tan skin with a cool deep golden undertone),https://images.ulta.com/is/image/Ulta/2551454sw?$50px$,470C (tan skin with a cool deep golden undertone),,470C,RGB,#6D4120,25.71428571,0.546099291,0.276470588,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,480C (tan skin with an olive undertone),https://images.ulta.com/is/image/Ulta/2551444sw?$50px$,480C (tan skin with an olive undertone),,480C,RGB,#683F21,25.35211268,0.518248175,0.268627451,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,490W (tan skin with a red undertone),https://images.ulta.com/is/image/Ulta/2551445sw?$50px$,490W (tan skin with a red undertone),,490W,RGB,#673C1F,24.16666667,0.537313433,0.262745098,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,500C (deep skin with a cool pink undertone),https://images.ulta.com/is/image/Ulta/2551446sw?$50px$,500C (deep skin with a cool pink undertone),,500C,RGB,#613920,23.07692308,0.503875969,0.252941176,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,510W (deep skin with a warm undertone),https://images.ulta.com/is/image/Ulta/2551448sw?$50px$,510W (deep skin with a warm undertone),,510W,RGB,#533020,18.82352941,0.443478261,0.225490196,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,520W (deep skin with a red olive undertone),https://images.ulta.com/is/image/Ulta/2551449sw?$50px$,520W (deep skin with a red olive undertone),,520W,RGB,#4F2E1E,19.59183673,0.449541284,0.21372549,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,530N (deep skin with a neutral pink undertone),https://images.ulta.com/is/image/Ulta/2551455sw?$50px$,530N (deep skin with a neutral pink undertone),,530N,RGB,#5E331F,19.04761905,0.504,0.245098039,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,540W (deep skin with a warm red undertone),https://images.ulta.com/is/image/Ulta/2551457sw?$50px$,540W (deep skin with a warm red undertone),,540W,RGB,#552E21,15,0.440677966,0.231372549,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,550W (deep skin with a neutral undertone),https://images.ulta.com/is/image/Ulta/2551456sw?$50px$,550W (deep skin with a neutral undertone),,550W,RGB,#4E2F22,17.72727273,0.392857143,0.219607843,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,560W (deep skin with a warm beige undertone),https://images.ulta.com/is/image/Ulta/2551458sw?$50px$,560W (deep skin with a warm beige undertone),,560W,RGB,#4A2D23,15.38461538,0.357798165,0.21372549,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,570N (deep skin with a neutral red undertone),https://images.ulta.com/is/image/Ulta/2551460sw?$50px$,570N (deep skin with a neutral red undertone),,570N,RGB,#452A21,15,0.352941176,0.2,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,580W (very deep skin with a warm red undertone),https://images.ulta.com/is/image/Ulta/2551461sw?$50px$,580W (very deep skin with a warm red undertone),,580W,RGB,#422922,13.125,0.32,0.196078431,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,590C (very deep skin with a cool undertone),https://images.ulta.com/is/image/Ulta/2551459sw?$50px$,590C (very deep skin with a cool undertone),,590C,RGB,#3E2822,12.85714286,0.291666667,0.188235294,https://media.ulta.com/i/ulta/2551421?w=720&h=720&fmt=png
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Fair (very fair skin w/ warm yellow undertone)  selected,https://images.ulta.com/is/image/Ulta/2264063sw?$tn$,Fair (very fair skin w/ warm yellow undertone),Fair,,RGB,#F9EFE3,32.72727273,0.647058824,0.933333333,https://media.ulta.com/i/ulta/2264064?w=720&h=720&fmt=png
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Fair Light (fair skin w/ cool pink undertone),https://images.ulta.com/is/image/Ulta/2533844sw?$50px$,Fair Light (fair skin w/ cool pink undertone),Fair Light,,RGB,#FCEBDB,29.09090909,0.846153846,0.923529412,https://media.ulta.com/i/ulta/2264064?w=720&h=720&fmt=png
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Light (light skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2264064sw?$50px$,Light (light skin w/ warm yellow undertone),Light,,RGB,#FBE6D1,30,0.84,0.901960784,https://media.ulta.com/i/ulta/2264064?w=720&h=720&fmt=png
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Light Medium (light to medium skin w/ cool pink undertone),https://images.ulta.com/is/image/Ulta/2533868sw?$50px$,Light Medium (light to medium skin w/ cool pink undertone),Light Medium,,RGB,#F6CEAB,28,0.806451613,0.817647059,https://media.ulta.com/i/ulta/2264064?w=720&h=720&fmt=png
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Medium (medium skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2264065sw?$50px$,Medium (medium skin w/ warm yellow undertone),Medium,,RGB,#EEC7A0,30,0.696428571,0.780392157,https://media.ulta.com/i/ulta/2264064?w=720&h=720&fmt=png
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Neutral Medium (medium skin w/ clean neutral undertone),https://images.ulta.com/is/image/Ulta/2533859sw?$50px$,Neutral Medium (medium skin w/ clean neutral undertone),Neutral Medium,,RGB,#F1C09B,25.81395349,0.754385965,0.776470588,https://media.ulta.com/i/ulta/2264064?w=720&h=720&fmt=png
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Medium Tan (medium to tan skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2509231sw?$50px$,Medium Tan (medium to tan skin w/ warm yellow undertone),Medium Tan,,RGB,#E0AE86,26.66666667,0.592105263,0.701960784,https://media.ulta.com/i/ulta/2264064?w=720&h=720&fmt=png
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Neutral Tan (tan skin w/ clean neutral undertone),https://images.ulta.com/is/image/Ulta/2533849sw?$50px$,Neutral Tan (tan skin w/ clean neutral undertone),Neutral Tan,,RGB,#E6A77C,24.33962264,0.679487179,0.694117647,https://media.ulta.com/i/ulta/2264064?w=720&h=720&fmt=png
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Tan (tan skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2264066sw?$50px$,Tan (tan skin w/ warm yellow undertone),Tan,,RGB,#E1965E,25.64885496,0.685863874,0.625490196,https://media.ulta.com/i/ulta/2264064?w=720&h=720&fmt=png
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Rich (tan to deep skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2509232sw?$50px$,Rich (tan to deep skin w/ warm yellow undertone),Rich,,RGB,#C6713E,22.5,0.544,0.509803922,https://media.ulta.com/i/ulta/2264064?w=720&h=720&fmt=png
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Rich Honey (deep skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2533843sw?$50px$,Rich Honey (deep skin w/ warm yellow undertone),Rich Honey,,RGB,#9E502B,19.30434783,0.572139303,0.394117647,https://media.ulta.com/i/ulta/2264064?w=720&h=720&fmt=png
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Deep (deep skin w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2509233sw?$50px$,Deep (deep skin w/ neutral undertone),Deep,,RGB,#85412F,12.55813953,0.477777778,0.352941176,https://media.ulta.com/i/ulta/2264064?w=720&h=720&fmt=png
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Medium Neutral 33 (medium complexion with subtle neutral pink undertone)  selected,https://images.ulta.com/is/image/Ulta/2568662sw?$tn$,Medium Neutral 33 (medium complexion with subtle neutral pink undertone),Medium Neutral,33,RGB,#D9A681,25.22727273,0.536585366,0.678431373,https://media.ulta.com/i/ulta/2568657?w=720&h=720&fmt=png
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Fair Warm 10 (very fair complexion with subtle yellow undertones),https://images.ulta.com/is/image/Ulta/2568652sw?$50px$,Fair Warm 10 (very fair complexion with subtle yellow undertones),Fair Warm,10,RGB,#FAE6D2,30,0.8,0.901960784,https://media.ulta.com/i/ulta/2568657?w=720&h=720&fmt=png
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Fair Neutral 10.5 (very fair complexion with neutral undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2570827sw?$50px$,Fair Neutral 10.5 (very fair complexion with neutral undertones),Fair Neutral,10.5,RGB,#E8CCB5,27.05882353,0.525773196,0.809803922,https://media.ulta.com/i/ulta/2568657?w=720&h=720&fmt=png
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Fair Neutral 11 (fair complexion with neutral undertones),https://images.ulta.com/is/image/Ulta/2568658sw?$50px$,Fair Neutral 11 (fair complexion with neutral undertones),Fair Neutral,11,RGB,#ECC8A8,28.23529412,0.641509434,0.792156863,https://media.ulta.com/i/ulta/2568657?w=720&h=720&fmt=png
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Fair Warm 12 (fair complexion with yellow undertones),https://images.ulta.com/is/image/Ulta/2568654sw?$50px$,Fair Warm 12 (fair complexion with yellow undertones),Fair Warm,12,RGB,#F0CBA7,29.5890411,0.708737864,0.798039216,https://media.ulta.com/i/ulta/2568657?w=720&h=720&fmt=png
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Cool 20 (light complexion with red undertones),https://images.ulta.com/is/image/Ulta/2568659sw?$50px$,Light Cool 20 (light complexion with red undertones),Light Cool,20,RGB,#F4CBA8,27.63157895,0.775510204,0.807843137,https://media.ulta.com/i/ulta/2568657?w=720&h=720&fmt=png
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Neutral 20.5 (light complexion with subtle neutral pink undertone),https://images.ulta.com/is/image/Ulta/2570828sw?$50px$,Light Neutral 20.5 (light complexion with subtle neutral pink undertone),Light Neutral,20.5,RGB,#EAC1A9,22.15384615,0.607476636,0.790196078,https://media.ulta.com/i/ulta/2568657?w=720&h=720&fmt=png
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Warm 21 (light complexion with yellow undertone),https://images.ulta.com/is/image/Ulta/2568655sw?$50px$,Light Warm 21 (light complexion with yellow undertone),Light Warm,21,RGB,#EDC6A1,29.21052632,0.678571429,0.780392157,https://media.ulta.com/i/ulta/2568657?w=720&h=720&fmt=png
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Neutral 21.5 (light to medium complexion with subtle neutral pink undertone),https://images.ulta.com/is/image/Ulta/2570829sw?$50px$,Light Neutral 21.5 (light to medium complexion with subtle neutral pink undertone),Light Neutral,21.5,RGB,#E0B78F,29.62962963,0.566433566,0.719607843,https://media.ulta.com/i/ulta/2568657?w=720&h=720&fmt=png
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Neutral 22 (light to medium complexion with neutral undertone),https://images.ulta.com/is/image/Ulta/2568661sw?$50px$,Light Neutral 22 (light to medium complexion with neutral undertone),Light Neutral,22,RGB,#DEB391,26.49350649,0.538461538,0.719607843,https://media.ulta.com/i/ulta/2568657?w=720&h=720&fmt=png
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Warm 22.5 (light to medium complexion with subtle yellow undertone),https://images.ulta.com/is/image/Ulta/2570830sw?$50px$,Light Warm 22.5 (light to medium complexion with subtle yellow undertone),Light Warm,22.5,RGB,#F3CFAB,30,0.75,0.811764706,https://media.ulta.com/i/ulta/2568657?w=720&h=720&fmt=png
